timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
2274.5119999999997,0.6287519012403086,-0.04176105076278031,0.48723258771874917,3.0755506701943487,-0.5788875875167578,0.090830760367655
2274.56,0.6287413132496076,-0.04175220050567248,0.487202190176449,3.075537713946841,-0.5788675898275399,0.09076946181837227
2274.6079999999997,0.6287568705154378,-0.04173092140083747,0.4871892160164343,3.075594744841951,-0.5788379671518594,0.09066882263585005
2274.656,0.6287603113164614,-0.04175752111148311,0.48720514387787467,3.0755653287087847,-0.5788323597129003,0.09069883942986741
2274.7039999999997,0.6287558483541391,-0.04175394066026824,0.4871650202645596,3.075587289826379,-0.5788562300708057,0.090685922682578
2274.752,0.6287402185675072,-0.041758313208515516,0.4872007463607091,3.0755509157862306,-0.5788693141850607,0.09075391277662187
2274.7999999999997,0.6287519571406024,-0.04174467015292514,0.48718922429886014,3.0755754724197155,-0.5788735776094593,0.09076129767904832
2274.848,0.6287498526997972,-0.04174250456008338,0.4872231797030655,3.075589559594159,-0.5788362663769389,0.09080032396331342
2274.8959999999997,0.6287566484611913,-0.041740926879599766,0.487187024136609,3.075557735279609,-0.5788709101538729,0.09071787176815092
2274.944,0.6287701748829091,-0.04173898516064629,0.48722212896739814,3.0755491660399317,-0.5787737408209181,0.09082640146892025
2274.9919999999997,0.6287603742908734,-0.04174739828262953,0.4872166882528224,3.075583235918561,-0.5788158651344937,0.09077868040053463
2275.04,0.6287564970588118,-0.041736506563944495,0.4872253718859101,3.0755249403801534,-0.5787896869338246,0.09080042485184961
2275.0879999999997,0.6287566231264108,-0.04176511050704696,0.48719718588350663,3.075548884063406,-0.5788685707695184,0.09067735448608726
2275.136,0.6287568694155049,-0.04174634635079943,0.4871870182019853,3.0755802680394164,-0.5788740321608107,0.09072379786702013
2275.1839999999997,0.6287488055678873,-0.04174347609208217,0.48720147375505507,3.075581931740651,-0.5788356509567281,0.09076032323324397
2275.232,0.6287421612031345,-0.041751455843921086,0.48716892840220766,3.075569267638671,-0.5788338688660628,0.09066192487797675
2275.2799999999997,0.6287532135391574,-0.04174087427191881,0.4871956957422131,3.075550981990206,-0.5788127109411377,0.09075124134554445
2275.328,0.6287500376940768,-0.04174625478895635,0.48720441899298267,3.0755509772168037,-0.5788503349528012,0.09079182753104652
2275.3759999999997,0.6287594919724337,-0.04176614417594001,0.4872015082597205,3.0755420679737173,-0.5788678900179326,0.09073256169231743
2275.424,0.6287503210266077,-0.04174511337185821,0.4872079969173328,3.0755640659030106,-0.578871343892049,0.09075748761644638
2275.4719999999998,0.6287549889305398,-0.041732595810966194,0.48720077211665336,3.0755719699906057,-0.5787769531566963,0.09073592125502973
2275.52,0.6287538619406382,-0.0417198165718384,0.4872094287850487,3.075611665046343,-0.5788021164633306,0.09078544746476155
2275.5679999999998,0.6287455064809605,-0.041739923511343945,0.48720869545491874,3.075603257177753,-0.5788385360954412,0.09078496762667893
2275.616,0.6287469695237337,-0.041727541725819425,0.48719351276084777,3.075588574809808,-0.5788179455363757,0.09074223628171714
2275.6639999999998,0.6287568247802495,-0.041748530344397364,0.4872087331342029,3.0755526239717814,-0.5788697107769023,0.09075445610512708
2275.712,0.6287529827264751,-0.041746013734552036,0.4872290068488427,3.075550357651323,-0.5788695621172059,0.0908686242264595
2275.7599999999998,0.6287477844528911,-0.041768678916222886,0.4871862909803629,3.075555056055156,-0.5788693063049747,0.09071693961853765
2275.808,0.6287568066957108,-0.04174723619532829,0.48724230822786835,3.0755537765503633,-0.5788500043146314,0.09086853755507633
2275.8559999999998,0.6287518741988326,-0.041746840343603736,0.4872108815603346,3.0755542703210885,-0.578831739701112,0.09079099499980292
2275.904,0.6287560720146831,-0.041756028710289064,0.4872253628858214,3.0755419611723696,-0.5788872537729995,0.09080953681865457
2275.9519999999998,0.6287468607151357,-0.04175527302386534,0.48720148567748717,3.0755285442491793,-0.5788661836624083,0.09074802775568007
2276.0,0.6287568777988084,-0.04172451043973951,0.48719862908412,3.075567661576806,-0.5788348798926387,0.09079548282584089
2276.048,0.6287508926622134,-0.041756708216735966,0.4871942579260109,3.0755308884842063,-0.5788666107115056,0.09072965343274784
2276.096,0.6287474267943084,-0.04175429208711218,0.48718849178184753,3.07554833996283,-0.5788882732636695,0.09065923123687254
2276.144,0.6287518895128286,-0.04172273095151418,0.4872044160189341,3.0755739404990754,-0.5787971534421502,0.09079523062150383
2276.192,0.6287495153854489,-0.041762584523154275,0.4872130822867788,3.075538809852424,-0.5788858845454862,0.09073261575728458
2276.24,0.6287505924153288,-0.041760848597749776,0.48718922725978664,3.0755594581533106,-0.5788897247768257,0.09075788832545616
2276.288,0.6287536882472075,-0.04172322672441156,0.487214517142067,3.0755755150541386,-0.5788163292366932,0.09075783080074346
2276.336,0.6287508475036752,-0.04174549637312405,0.4871710993523251,3.0755762695429785,-0.5788541495034987,0.09068377825510776
2276.384,0.6287487030533839,-0.04176893380240011,0.48719137034259274,3.0755541784528067,-0.5788884549843601,0.09069866511725554
2276.432,0.6287415454529256,-0.04174204529886202,0.48720438196718446,3.07557480087689,-0.5788342810165846,0.09072041679558744
2276.48,0.6287582434811967,-0.041771168326664644,0.4871780634149062,3.0755619381853436,-0.5789282501992219,0.09068288105986637
2276.528,0.6287609460725628,-0.041758993309645824,0.48720294907602246,3.0755435825804773,-0.5788493947528862,0.09075107414491412
2276.576,0.6287523718152748,-0.04173934503421599,0.4872108815603346,3.0755580571060244,-0.5788134713313878,0.09079110502485571
2276.624,0.6287572229680146,-0.041732157149287755,0.48720728934402724,3.075583661647171,-0.5787783677814707,0.09073900799960385
2276.672,0.6287488290805928,-0.04173820341055674,0.4871848501882777,3.075559845983679,-0.5788711461161353,0.0906994275888778
2276.72,0.6287454092816227,-0.041728088417248996,0.48720870441617603,3.075569206741859,-0.5788345888852789,0.09077606834763155
2276.768,0.628756081110035,-0.04172944043281341,0.4872007631164966,3.075600891502922,-0.5788194162471211,0.09074548735411522
2276.816,0.6287500383409386,-0.04173090594045443,0.4872029205185616,3.0755609139081654,-0.5788140343216623,0.0907729090003306
2276.864,0.6287630293067596,-0.04174073871393956,0.4872029401548499,3.07557968871106,-0.5788548907056733,0.0907607401009355
2276.912,0.6287706240722124,-0.04177011947341578,0.4871911433082426,3.075536829074948,-0.5788864665274446,0.09075113127679815
2276.96,0.6287438850259884,-0.041716257475160314,0.4872210025114043,3.0756115207762535,-0.5788017160062844,0.09078539144712566
2277.008,0.628764988391445,-0.04174266980130457,0.4871889059197144,3.07557367303253,-0.5788347893516215,0.0907384296836375
2277.056,0.6287530423520559,-0.04174378844268016,0.4872072917108837,3.075584818306412,-0.5788364211297415,0.0908378660728468
2277.104,0.6287551338551918,-0.041733698202676556,0.4872355330815057,3.075538052690903,-0.5788104388319906,0.09086259661871993
2277.152,0.628745011158086,-0.041744461319206866,0.4872101482309099,3.0755509959802114,-0.5788501438080625,0.09079106342776634
2277.2,0.6287553482008422,-0.04173155785791774,0.4872007691427432,3.0755803350355704,-0.5787977080626898,0.090739108656982
2277.248,0.628750382369774,-0.04173993039720929,0.48718773477164434,3.075550051715556,-0.5788315421064741,0.09073293540957687
2277.296,0.628764088689201,-0.0417644147208855,0.4871722733276225,3.0755869913878464,-0.5788551494114248,0.09068575409909573
2277.344,0.6287538454069939,-0.04175419378133319,0.4872007691427432,3.075568899471677,-0.5788528789799114,0.09073877689630432
2277.392,0.6287499001081058,-0.041737363273377105,0.48720291754450085,3.0755750812408715,-0.5787964003696633,0.09077564799413639
2277.44,0.6287514568618534,-0.04177115207571639,0.48717906620064344,3.0755394449106825,-0.5789056349090066,0.09069571613654098
2277.488,0.6287632669876242,-0.04174315911711059,0.48720438691765616,3.075557449013159,-0.578832284707767,0.09077288219106126
